OFFICE NAME,OFFICE STATUS,PINCODE,TELEPHONE NO.,TALUK,DISTRICT,STATE/U.T.,POSTAL DIVISION,POSTAL REGION,POSTAL CIRCLE
Hospital Road S.O,Sub Post Office,282003,0562-2461169,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Hotal Clarkshiraj S.O,Sub Post Office,282001,0562-2226552,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
I. A. F. S.O,Sub Post Office,282008,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Idgha Colony S.O,Sub Post Office,282001,0562-2420791,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Industrial Estate S.O,Sub Post Office,282006,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Jaganpur B.O,Branch Post Office,282005,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Jagdish Pura S.O,Sub Post Office,282002,05612-2267694,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Jarua Katra B.O,Branch Post Office,283102,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
John's Mill S.O,Sub Post Office,282004,0562-2265490,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Johri Bazar S.O,Sub Post Office,282003,0562-2461570,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
K.H.Sansthan S.O,Sub Post Office,282005,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kailash B.O,Branch Post Office,282007,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kakua B.O,Branch Post Office,282009,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kalal Kheria B.O,Branch Post Office,282006,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kalibari S.O,Sub Post Office,282003,0562-2157909,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kalwari B.O,Branch Post Office,283105,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kamala Nagar S.O,Sub Post Office,282004,0562-2880081,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Karodhana Kala B.O,Branch Post Office,282009,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Khandri B.O,Branch Post Office,282002,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kheria Airport S.O,Sub Post Office,282008,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kundaul B.O,Branch Post Office,283111,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Labour Colony S.O,Sub Post Office,282004,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Lajpat Kunj S.O,Sub Post Office,282002,0562-2521587,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Loha Mandi S.O,Sub Post Office,282002,0562-2811680,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Malpura B.O,Branch Post Office,283102,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Malviya Kunj S.O,Sub Post Office,282002,0562-2310608,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Mankeda B.O,Branch Post Office,283102,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Medical College S.O,Sub Post Office,282002,0562-2260344,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Midhakur B.O,Branch Post Office,283105,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Moti Katara S.O,Sub Post Office,282003,0562-2260386,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
N.M.Palika S.O,Sub Post Office,282002,0562-2525734,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
N.V.Colony S.O,Sub Post Office,282004,0562-2521805,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nagla Kali B.O,Branch Post Office,282009,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nai Ki Mandi S.O,Sub Post Office,282010,0562-2260515,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nainana Jat B.O,Branch Post Office,282009,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Namner S.O,Sub Post Office,282001,0562-26464957,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Naraich S.O,Sub Post Office,282006,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
New Agra S.O,Sub Post Office,282005,0562-2522177,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nunhai B.O,Branch Post Office,282006,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
P.R.R S.O,Sub Post Office,282001,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pathauli B.O,Branch Post Office,283105,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Phulatti Bazar S.O,Sub Post Office,282003,0562-2266008,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
PRTC S.O,Sub Post Office,282010,0562-2268146,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
R.B.S.College S.O,Sub Post Office,282002,0562-2520581,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Raja Mandi S.O,Sub Post Office,282002,0562-2526843,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Rajpur S.O,Sub Post Office,282001,0562-2226627,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Rakabganj S.O,Sub Post Office,282001,0562-2463130,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Rawatpara S.O,Sub Post Office,282003,0562-2461425,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Rohta B.O,Branch Post Office,282009,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sadar Bazar S.O,Sub Post Office,282001,0562-2225331,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sadarbhatti S.O,Sub Post Office,282003,0562-2260290,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sahara B.O,Branch Post Office,283105,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Saket Colony S.O,Sub Post Office,282010,0562-2221103,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sanjay Place S.O,Sub Post Office,282002,0562-2854461,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sarai Khawaja S.O,Sub Post Office,282001,0562-2301916,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Semri B.O,Branch Post Office,282009,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Seola Jat S.O,Sub Post Office,282001,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shahaganj S.O,Sub Post Office,282010,0562-2213498,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shahganj Bazar S.O,Sub Post Office,282010,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shahi B.O,Branch Post Office,283105,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shoe Market S.O,Sub Post Office,282003,0562-2260290,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shyamo B.O,Branch Post Office,283125,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sikandra S.O,Sub Post Office,282007,0562-2601337,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sultan Pura S.O,Sub Post Office,282001,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sunari B.O,Branch Post Office,283105,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
T.P. Nagar S.O,Sub Post Office,282002,0562-2601048,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Taj S.O,Sub Post Office,282001,0562-2331135,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Tajganj S.O,Sub Post Office,282001,0562-2330136,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Wazir Pura S.O,Sub Post Office,282003,,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Yamuna Bridge S.O,Sub Post Office,282006,0562-2280651,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Yamuna Kinara S.O,Sub Post Office,282003,0562-2542105,AGRA,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Arnota B.O,Branch Post Office,283111,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bah S.O,Sub Post Office,283104,05614-224123,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bamrauli B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Barenda B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Basoni B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bateshwar S.O,Sub Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bhadrauli B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bichola B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Biprawali B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bitholi B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Chamraua B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Chaurangahar B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Chitra Hat B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Gajaura B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Garhwar B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Gonseli B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Holi Pura S.O,Sub Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Jaitpur S.O,Sub Post Office,283114,05614-264665,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Jarar S.O,Sub Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kachora Ghat B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kamtari B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Karkoli B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Khilawali B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kukapur B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kukthari B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kwari B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Maloni B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Manikpura B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Mau B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nadgawan B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Naugawan B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Parna B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pharera B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pidhora B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pinahat S.O,Sub Post Office,283123,05614-244811,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pura Guman Singh B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pura Kanhera B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pura Tinnet B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Rajora B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Ratoti B.O,Branch Post Office,283113,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Reha B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Richhpura B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Rudhmuli B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sabora B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sanjeti B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shahpur Brahman B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shiaupura B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Shiv Nagar B.O,Branch Post Office,283114,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sidhaoli B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Tasond B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Umretha B.O,Branch Post Office,283123,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Vikrampur B.O,Branch Post Office,283104,,BAH,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Poiya Tarrakpur B.O,Branch Post Office,283126,,ETDMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Agwar B.O,Branch Post Office,283202,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Aharan B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Anwal Khera B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Arela B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Baman B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Barhan S.O,Sub Post Office,283201,0562-2755420,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Basona B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Behrampur B.O,Branch Post Office,283202,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bhagupur B.O,Branch Post Office,283202,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Chamraula B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Chaoli B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Chhalesar B.O,Branch Post Office,282006,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Chokda B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Dharera B.O,Branch Post Office,283202,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Dhaurra B.O,Branch Post Office,283202,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Hasanpur B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Hazipur Khera B.O,Branch Post Office,282006,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Kanjauli B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Khanda B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Khandauli S.O,Sub Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Mahwatpur B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Malupur B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Mitaoli B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Mukhbar B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Murthar Alipur B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nagla Bari B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nagla Bel B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Nagla Sabla B.O,Branch Post Office,282006,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Pent Khera B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Rehan Kalan B.O,Branch Post Office,282006,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sarai B.O,Branch Post Office,283126,,Etmadpur,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Sawain B.O,Branch Post Office,283202,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Semera B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Siktara B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Tehu B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Uncha B.O,Branch Post Office,283126,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Ushmanpur B.O,Branch Post Office,283201,,ETMADPUR,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Dhanaula Kalan B.O,Branch Post Office,283125,,FATAHABAD,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
Bhalokhara B.O,Branch Post Office,283111,,FATEHABAD,AGRA,UTTAR PRADESH,AGRA,AGRA,UTTAR PRADESH
