OFFICE NAME,OFFICE STATUS,PINCODE,TELEPHONE NO.,TALUK,DISTRICT,STATE/U.T.,POSTAL DIVISION,POSTAL REGION,POSTAL CIRCLE
Poothurai B.O,Branch Post Office,605111,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Rayapudupakkam B.O,Branch Post Office,605111,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Reddiyarpalayam S.O,Sub Post Office,605010,0413-2291044,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Saram(Py) S.O,Sub Post Office,605013,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Sedarapet B.O,Branch Post Office,605111,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Seliamedu B.O,Branch Post Office,607402,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Sellipet B.O,Branch Post Office,605501,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Sri Aurobindo Ashram S.O,Sub Post Office,605002,0413-2222124,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Sulthanpet B.O,Branch Post Office,605110,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Thattanchavady S.O,Sub Post Office,605009,0413-2275350,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Thengaithittu B.O,Branch Post Office,605004,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Thimmanaickenpalayam B.O,Branch Post Office,605007,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Tirukkanur S.O,Sub Post Office,605501,0413-2680185,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Vadhanur B.O,Branch Post Office,605501,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Veerampattinam B.O,Branch Post Office,605007,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Venkata Nagar S.O,Sub Post Office,605011,0413-2211866,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Villiyanur S.O,Sub Post Office,605110,0413-2661616,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Vimacoundinpaleam B.O,Branch Post Office,605009,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Viranam B.O,Branch Post Office,605106,,PONDICHERRY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Yanam S.O,Sub Post Office,533464,0884-2321120,PONDICHERRY,PONDICHERRY,PONDICHERRY,KAKINADA,VISAKHAPATNAM,ANDHRA PRADESH
Bommayarpalayam B.O,Branch Post Office,605104,,PONDICHERY,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Kilsirivi B.O,Branch Post Office,604301,,TINDIVANAM,PONDICHERRY,PONDICHERRY,PONDICHERRY,CHENNAI HQ,TAMILNADU
Pandakkal B.O,Branch Post Office,673310,,UT OF PONDICHERY,PONDICHERRY,PONDICHERRY,VADAKARA,CALICUT,KERALA
