OFFICE NAME,OFFICE STATUS,PINCODE,TELEPHONE NO.,TALUK,DISTRICT,STATE/U.T.,POSTAL DIVISION,POSTAL REGION,POSTAL CIRCLE
Janglath Mandi S.O,Sub Post Office,192101,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kanilwan B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kanipora B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kapran B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kathsoo B.O,Branch Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kharam B.O,Branch Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kharapora B.O,Branch Post Office,192202,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Khuri Bhatapora B.O,Branch Post Office,193303,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kilam Bazgam B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Krandigam B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kriri Nowpora B.O,Branch Post Office,192211,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kullar B.O,Branch Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Laripora B.O,Branch Post Office,192126,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Larkipora B.O,Branch Post Office,192211,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Malwan B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Marhama B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Mirhama B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Mnadhole B.O,Branch Post Office,192102,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Mohind B.O,Branch Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Monghal B.O,Branch Post Office,192102,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Muti Handoo B.O,Branch Post Office,192202,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Naina B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nalasundhari B.O,Branch Post Office,192202,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nandigam B.O,Branch Post Office,193303,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nellow B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nowbug B.O,Branch Post Office,192202,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nowgam B.O,Branch Post Office,192201,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nowpora B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Omanagri B.O,Branch Post Office,192201,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Opzen B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Pahaloo B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Panchtarni(Sessional) B.O,Branch Post Office,192126,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Panzgam B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Pariwan B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Quimoh B.O,Branch Post Office,192102,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Ratnipora B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sallar B.O,Branch Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sarnal S.O,Sub Post Office,192101,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Shalgam B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Shamsipora B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Shangas B.O,Branch Post Office,192201,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sheshanag (Sessional) S.O,Sub Post Office,192230,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Shurat B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sirhama B.O,Branch Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Soaf Shali B.O,Branch Post Office,192202,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sopat Tougpora B.O,Branch Post Office,192102,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Srigufwaea S.O,Sub Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Telwani B.O,Branch Post Office,192201,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Tulkhana B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Urranhal B.O,Branch Post Office,192102,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Utersoo B.O,Branch Post Office,192201,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Vailobrang B.O,Branch Post Office,192202,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Vandevalgam B.O,Branch Post Office,192202,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Vanpoh B.O,Branch Post Office,192102,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Veeri B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Vessu B.O,Branch Post Office,192102,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Vokey B.O,Branch Post Office,192231,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Waghama B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Wallarhama B.O,Branch Post Office,192401,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Zanipora B.O,Branch Post Office,192124,,.,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Achabal S.O,Sub Post Office,192201,01932-241225,ACHABAL,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Achan S.O,Sub Post Office,192305,,achan,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Aharbal B.O,Branch Post Office,193303,,AHARBAL,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Ahmedabad B.O,Branch Post Office,193303,,AHMEDBAD,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Akura B.O,Branch Post Office,192125,,ANANTNAG,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Anantnag H.O,Head Post Office,192101,01932-226840,ANANTNAG HO,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Awenura B.O,Branch Post Office,192232,,AWENURA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Barsoo B.O,Branch Post Office,192122,,BARSOO,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Behibagh B.O,Branch Post Office,192232,,BEHIBAGH,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Bonagand B.O,Branch Post Office,192212,,BONAGAND,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Bugam B.O,Branch Post Office,192232,,BUGAM,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Chimar B.O,Branch Post Office,193303,,CHIMAR,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
D.H Pora S.O,Sub Post Office,193303,,D.H PORA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
D.K Marg B.O,Branch Post Office,193303,,D.K MARG,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Daksum B.O,Branch Post Office,192202,,DAKSUM,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Demidulla B.O,Branch Post Office,192232,,DEMIDULLA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Dialgam S.O,Sub Post Office,192210,,DIALGAM,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Dooru S.O,Sub Post Office,192211,01932-230226,DOORU,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Frisal B.O,Branch Post Office,192232,,FRISAL,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Gopal Pora B.O,Branch Post Office,192125,,GOPAL PORA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Gopalpora B.O,Branch Post Office,193303,,GOPALPORA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Halsidar B.O,Branch Post Office,192212,,HALSIDAR,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Hutmarah B.O,Branch Post Office,192125,,HUTMARAH,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kaprin B.O,Branch Post Office,192212,,KAPRIN,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Katrasoo B.O,Branch Post Office,192232,,KATRASOO,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Khanabal S.O,Sub Post Office,192102,,KHANABAL,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Khigogipora B.O,Branch Post Office,192232,,KHIGOGIPORA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Khull B.O,Branch Post Office,193303,,KHULL,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kokarnag S.O,Sub Post Office,192202,,KOKERNAG,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Kragsoo B.O,Branch Post Office,192125,,KRAGSOO,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Narapora B.O,Branch Post Office,192202,,KUKARNAG,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sangam B.O,Branch Post Office,192202,,KUKARNAG,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Larnoo B.O,Branch Post Office,192202,,LARNOO,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Lower Mundah B.O,Branch Post Office,192212,,LOWER MUNDAH,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
M/gufan B.O,Branch Post Office,192232,,M/GUFAN,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Manjmoh B.O,Branch Post Office,192221,,MANJMOH,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Manzgam B.O,Branch Post Office,193303,,MANZGAM,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Martand S.O,Sub Post Office,192125,01932-237225,MARTAND,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nambal B.O,Branch Post Office,192125,,NAMBAL,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nandi Marg B.O,Branch Post Office,193303,,NANDI MARG,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nanil B.O,Branch Post Office,192125,,NANIL,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nasnoor B.O,Branch Post Office,193303,,NASNOOR,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nehama B.O,Branch Post Office,193303,,NEHAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nissu B.O,Branch Post Office,192221,,NISSU,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Noonmai B.O,Branch Post Office,192232,,NOONMAI,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nowgam B.O,Branch Post Office,192212,,NOWGAM,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Phalgam S.O,Sub Post Office,192126,01936-243223,PAHALGAM,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Ludhoo B.O,Branch Post Office,191103,,PAMPORE,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Mandakpal B.O,Branch Post Office,191103,,PAMPORE,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Panzeth B.O,Branch Post Office,192221,,PANZETH,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Chakura B.O,Branch Post Office,192305,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Chandhara B.O,Branch Post Office,192122,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Cheersoo B.O,Branch Post Office,192122,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Gairoo B.O,Branch Post Office,192122,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Gouripora B.O,Branch Post Office,192122,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Honipora B.O,Branch Post Office,192121,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Khanda B.O,Branch Post Office,192121,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Konibal B.O,Branch Post Office,192121,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Lathpora B.O,Branch Post Office,192122,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Litter B.O,Branch Post Office,192305,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Nehama B.O,Branch Post Office,192121,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sambura B.O,Branch Post Office,192121,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sugan B.O,Branch Post Office,192305,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Wachi B.O,Branch Post Office,192305,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Wasoora B.O,Branch Post Office,192305,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Zantrag B.O,Branch Post Office,191103,,PULWAMA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Qanmar B.O,Branch Post Office,192212,,QANMAR,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Qazigund S.O,Sub Post Office,192221,01932-235235,QAZIGUND,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Ranbirpora B.O,Branch Post Office,192125,,RANBIRPORA,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Reban Gund B.O,Branch Post Office,192232,,REBAN GUND,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Sadinare B.O,Branch Post Office,192212,,SADINARE,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Hef Shermal B.O,Branch Post Office,192305,,SHOPIAN,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Turka Wangam B.O,Branch Post Office,192305,,SHOPIAN,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Tarigam B.O,Branch Post Office,192232,,TARIGAM,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
Verinaag S.O,Sub Post Office,192212,01932-230225,VERINAAG,ANANTHNAG,JAMMU & KASHMIR,SRINAGAR,SRINAGAR HQ,JAMMUKASHMIR
